komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment,sentimen_NaiveBayes
masih ke ingat omongan anis dia ber statement bahwa takan maju pilpres ketika pak prabowo masih maju nyatanya sekarang apa wkwk anis,"['omong', 'anis', 'ber', 'statement', 'tak', 'maju', 'pilpres', 'prabowo', 'maju', 'wkwk', 'anis']",-4,negatif,-1,-1,negatif
anis baswedan terbaik,"['anis', 'baswedan', 'baik']",2,positif,1,1,positif
selain no 2 cuman janji manis,"['no', '2', 'cuman', 'janji', 'manis']",3,positif,1,1,positif
wajar anis unggul kan dosen bisa mengomong lah perkatan juga rapi adem di dengar tapi tetap prabowo all ini,"['wajar', 'anis', 'unggul', 'dosen', 'omong', 'perkatan', 'rapi', 'adem', 'dengar', 'prabowo', 'all']",-3,negatif,-1,-1,negatif
cara mas anis menjawab sudah menjelaskan kapasitas beliau mantap sih,"['mas', 'anis', 'kapasitas', 'beliau', 'mantap', 'sih']",8,positif,1,1,positif
bahaya nih kalo semuanya dukung anis menjelang pilpres pancar mata jangan sampai kecurangan laporkan untuk perubahan amin menang,"['bahaya', 'nih', 'kalo', 'dukung', 'anis', 'jelang', 'pilpres', 'pancar', 'mata', 'curang', 'lapor', 'ubah', 'amin', 'menang']",-4,negatif,-1,-1,negatif
memang buzer anis anggaran nya triliunan,"['buzer', 'anis', 'anggar', 'nya', 'triliun']",3,positif,1,1,positif
ahli merangkai katadebat itu cocok untuk menyalurkan hobi mengoceh anisyang enggak kuat iman pasti mabok dan terpana ocehan anis,"['ahli', 'rangkai', 'katadebat', 'cocok', 'salur', 'hobi', 'oceh', 'anisyang', 'kuat', 'iman', 'mabok', 'terpana', 'oceh', 'anis']",-9,negatif,-1,-1,negatif
belum pemilu saja beberapa kali anies seperti sudah apriori dengan pesimisnya seperti yakin akan ada kecurangan nantinya semoga bagus indonesia tidak bisa diadu domba karena kita pribumi dengan menuduh prabowo tidak tahan sebagai opisisi anis tidak menginginkan prabowo dan jokowi bersatu prabowo yang sekarang semakin tau siapa jkw yang sebenar benarnya dia tidak munafik dia hanya ingin bagus kita rukunbrditanya anggaran dki 0t tahun bgm pertgjwbannya untuk mengatasi polusi amp ispa yang menimpa warga jakarta kok jwbannya angin nggapunya ktp,"['milu', 'kali', 'anies', 'apriori', 'pesimis', 'curang', 'moga', 'bagus', 'indonesia', 'adu', 'domba', 'pribumi', 'tuduh', 'prabowo', 'tahan', 'opisisi', 'anis', 'prabowo', 'jokowi', 'satu', 'prabowo', 'tau', 'jkw', 'benar', 'benar', 'munafik', 'bagus', 'rukunbrditanya', 'anggar', 'dki', '0t', 'bgm', 'pertgjwbannya', 'atas', 'polusi', 'amp', 'ispa', 'timpa', 'warga', 'jakarta', 'jwbannya', 'angin', 'nggapunya', 'ktp']",-29,negatif,-1,-1,negatif
amin saja dulanis yes,"['amin', 'dulanis', 'yes']",3,positif,1,1,positif
pak anis,['anis'],0,netral,0,1,positif
anis,['anis'],0,netral,0,1,positif
semarang 1 pak anis,"['semarang', '1', 'anis']",0,netral,0,1,positif
pak anis paling berbobot tidak baper cerdasfokus semangat pak anis yuk kawal kpu agar tidak terjadi kecurangan maupun penje3galan,"['anis', 'bobot', 'baper', 'cerdasfokus', 'semangat', 'anis', 'yuk', 'kawal', 'kpu', 'curang', 'penje3galan']",-5,negatif,-1,-1,negatif
berbobot apanya bikin sodetan saja kagak becus sih anis mah cocoknya jadi jubir presiden,"['bobot', 'apa', 'bikin', 'sodet', 'kagak', 'becus', 'sih', 'anis', 'mah', 'cocok', 'jubir', 'presiden']",-8,negatif,-1,-1,negatif
anis mah dari dulu memang jago debat,"['anis', 'mah', 'jago', 'debat']",6,positif,1,1,positif
anis pintar mengomong doang jadi pemimpin munafik termasuk klompok nya miskin ilmu dan tak tau sejarah,"['anis', 'pintar', 'omong', 'doang', 'pimpin', 'munafik', 'klompok', 'nya', 'miskin', 'ilmu', 'tau', 'sejarah']",-9,negatif,-1,-1,negatif
pintar mengomong ajakerja 0itulah aniss,"['pintar', 'omong', 'ajakerja', '0itulah', 'aniss']",-4,negatif,-1,-1,negatif
matamu picek segudang prestasi di dapat pak anis kamu ingkari,"['mata', 'picek', 'gudang', 'prestasi', 'anis', 'ingkar']",-6,negatif,-1,-1,negatif
pak anis gagasanya bagus cuma kadang banyak yang enggak di lakukan wkwkwk,"['anis', 'gagasanya', 'bagus', 'kadang', 'laku', 'wkwkwk']",4,positif,1,1,positif
lombok ntb pilih anis muhaimin amin,"['lombok', 'ntb', 'pilih', 'anis', 'muhaimin', 'amin']",-2,negatif,-1,1,positif
saya ntb bro tapi enggak bakal pilih anis jagonya cuma merangkai kata,"['ntb', 'bro', 'pilih', 'anis', 'jago', 'rangkai']",-3,negatif,-1,1,positif
saya ntb tidak akan pilih anisbrsaya pribadi melihat anis kurang aksi hanya pintar buat gagasan dan berkata2brbrsiapa pun pilihannya semoga itu yang terbaik,"['ntb', 'pilih', 'anisbrsaya', 'pribadi', 'anis', 'aksi', 'pintar', 'gagas', 'berkata2brbrsiapa', 'pilih', 'moga', 'baik']",1,positif,1,1,positif
anis memang cerdas dalam berbicara saking cerdasnya masyarakat dki dikibulin sama dia,"['anis', 'cerdas', 'bicara', 'saking', 'cerdas', 'masyarakat', 'dki', 'dikibulin']",0,netral,0,1,positif
keren yaa tapi lebih baik anis daripada sihaus kekuasaan,"['keren', 'yaa', 'anis', 'sihaus', 'kuasa']",3,positif,1,1,positif
semoga anis yang menang,"['moga', 'anis', 'menang']",0,netral,0,1,positif
tetap pakai anis yang benarbenar membela brrakyat,"['pakai', 'anis', 'benarbenar', 'bela', 'brrakyat']",0,netral,0,1,positif
lihat jakarta bung maju apa tidak jakarta kayak begitu sekarang apalagi mau mimpin negara anis itu sudah jelas pandai nya cuma bicara tapi tidak pandai kerja buka mata bung,"['lihat', 'jakarta', 'maju', 'jakarta', 'kayak', 'mimpin', 'negara', 'anis', 'pandai', 'nya', 'bicara', 'pandai', 'kerja', 'buka', 'mata']",0,netral,0,-1,negatif
darmawan010 hutang sama siapa bisa saja sejak jadi gubernur anis menyalah gunakan jabatannya untuk bisa membayar hutang tapi nyata nya dia enggak tuh,"['darmawan010', 'hutang', 'gubernur', 'anis', 'salah', 'jabat', 'bayar', 'hutang', 'nyata', 'nya', 'tuh']",-17,negatif,-1,-1,negatif
kalimantan selatan all ini anis baswedan presiden,"['kalimantan', 'selatan', 'all', 'anis', 'baswedan', 'presiden']",3,positif,1,1,positif
dari sumut dukung pak aniss,"['sumut', 'dukung', 'aniss']",4,positif,1,1,positif
moderator yang laki tidak adilpada sesi saling menanggapisaat prabowo buat pertanyaan yang harusnya menggapi pernyataan anismoderator tidak melakukan inerupsisementara saat ganjar buat pertanyaan pada sesi yang samamoderator yang laki malkukan interupsi,"['moderator', 'laki', 'adilpada', 'sesi', 'menanggapisaat', 'prabowo', 'gap', 'nyata', 'anismoderator', 'inerupsisementara', 'ganjar', 'sesi', 'samamoderator', 'laki', 'malkukan', 'interupsi']",4,positif,1,1,positif
pakai anis blak blakan ke prabowo sampai emosi,"['pakai', 'anis', 'blak', 'blakan', 'prabowo', 'emosi']",-1,negatif,-1,-1,negatif
mulut manis hati iblis,"['mulut', 'manis', 'hati', 'iblis']",-2,negatif,-1,1,positif
anis manis,"['anis', 'manis']",3,positif,1,1,positif
wkwkwkw anis yang ngibul bowo yang kau anggap di kulitibrfanatikan sakit,"['wkwkwkw', 'anis', 'ngibul', 'bowo', 'kau', 'anggap', 'kulitibrfanatikan', 'sakit']",-5,negatif,-1,-1,negatif
no 1 pak anis lebih menguasai panggung,"['no', '1', 'anis', 'kuasa', 'panggung']",3,positif,1,1,positif
nyali pak anis boleh juga,"['nyali', 'anis']",1,positif,1,1,positif
semangat pak anis,"['semangat', 'anis']",3,positif,1,1,positif
mantap tegas jelas terarah itulah anis baswedan semakin kokoh harapan dengan rekam jejak dan karya yang lalu membuktikan bahwa itu bukan cuma retorika dan kata belakabraminkan dulu untuk ikhtiar terbaik,"['mantap', 'arah', 'anis', 'baswedan', 'kokoh', 'harap', 'rekam', 'jejak', 'karya', 'bukti', 'retorika', 'belakabraminkan', 'ikhtiar', 'baik']",2,positif,1,1,positif
all ini anis,"['all', 'anis']",0,netral,0,0,netral
rakyat indonesia sudah faham mana yang lebih baik untuk dipilih jadi pemimpin di negeri ini jawa timur hadir anis baswedan,"['rakyat', 'indonesia', 'faham', 'pilih', 'pimpin', 'negeri', 'jawa', 'timur', 'hadir', 'anis', 'baswedan']",-3,negatif,-1,1,positif
cara bapak anis menjawab sangat berkelas cara menyampaikan dan cara memberikan solusi good job,"['anis', 'kelas', 'solusi', 'good', 'job']",5,positif,1,1,positif
anis cuma pandai bacot doang hasil kerjanya nihil,"['anis', 'pandai', 'bacot', 'doang', 'hasil', 'kerja', 'nihil']",0,netral,0,1,positif
anis sda kalau lihat debat,"['anis', 'sda', 'lihat', 'debat']",6,positif,1,1,positif
yang punya otak warasgak dungupasti pilih anis,"['otak', 'warasgak', 'dungupasti', 'pilih', 'anis']",-2,negatif,-1,-1,negatif
jadi apa prok anis,"['prok', 'anis']",0,netral,0,1,positif
otak kocak deh pindah dipantat pasti pilih yohanes anis,"['otak', 'kocak', 'deh', 'pindah', 'pantat', 'pilih', 'yohanes', 'anis']",-6,negatif,-1,-1,negatif
ganjar anis baik dalam berekspresi dan memaparkan dan menanggapi pertanyaan lawan bicara tidak emosional brkalau prabowo tempramentalbremosi kurang bisa di kendalikansulit menerima kritik kita takut bila prabowo jadi presiden akan di bungkam kebebasan berpendapat,"['ganjar', 'anis', 'ekspres', 'papar', 'tanggap', 'lawan', 'bicara', 'emosional', 'brkalau', 'prabowo', 'tempramentalbremosi', 'kendalikansulit', 'terima', 'kritik', 'takut', 'prabowo', 'presiden', 'bungkam', 'bebas', 'dapat']",-11,negatif,-1,-1,negatif
bismillah anis,"['bismillah', 'anis']",4,positif,1,1,positif
pak anis paling patriot berbobot penjelasan yang jelas dan akurat selalu serius dan tegas dalam menjawab bismillahirrahmanirrahim semoga menang 2024 amiin,"['anis', 'patriot', 'bobot', 'jelas', 'akurat', 'serius', 'bismillahirrahmanirrahim', 'moga', 'menang', '2024', 'amiin']",-10,negatif,-1,-1,negatif
anis calon presiden yang baik bagus dalm tutur katakatanya menyambung calon presiden dan wakil tahun 2024calon nya,"['anis', 'calon', 'presiden', 'bagus', 'dalm', 'katakatanya', 'sambung', 'calon', 'presiden', 'wakil', '2024calon', 'nya']",1,positif,1,1,positif
dari dulu mah anis memang jago debat selebihnya nol,"['mah', 'anis', 'jago', 'debat', 'lebih', 'nol']",4,positif,1,1,positif
anis omong doang,"['anis', 'omong', 'doang']",-4,negatif,-1,-1,negatif
anis plinplan masalah ikn dulu akan meneruskan ikn sekarang cari alibi enggak berubah omdonya dari dulu,"['anis', 'plinplan', 'ikn', 'terus', 'ikn', 'cari', 'alibi', 'ubah', 'omdonya']",-3,negatif,-1,-1,negatif
pak anis yang paling rasional,"['anis', 'rasional']",0,netral,0,1,positif
hasil debat hari inibranies memperbaiki indeks demokrasi dengan cara penegakan hukum adil dan memudahkan akses pengacara memperkuat kpk kembali menjamin kebebasan berpendapat rakyat dengan revisi uu itebrbrprabowo emosional memuji jokowi dan menyerang kebijakan anies tapi cuma pakai fiksibrbrganjar pemanis acara debat yang keren,"['hasil', 'debat', 'inibranies', 'baik', 'indeks', 'demokrasi', 'tega', 'hukum', 'adil', 'mudah', 'akses', 'acara', 'kuat', 'kpk', 'jamin', 'bebas', 'dapat', 'rakyat', 'revisi', 'uu', 'itebrbrprabowo', 'emosional', 'puji', 'jokowi', 'serang', 'bijak', 'anies', 'pakai', 'fiksibrbrganjar', 'man', 'acara', 'debat', 'keren']",0,netral,0,1,positif
insya allah pak anis muhaimin amin,"['insya', 'allah', 'anis', 'muhaimin', 'amin']",5,positif,1,1,positif
masya allah pak anis,"['masya', 'allah', 'anis']",5,positif,1,1,positif
anis sangat cerdas,"['anis', 'cerdas']",0,netral,0,1,positif
iya pak anis pintar mengomong kerja 0,"['iya', 'anis', 'pintar', 'omong', 'kerja', '0']",-2,negatif,-1,-1,negatif
mas anis mas anishahhahaha,"['mas', 'anis', 'mas', 'anishahhahaha']",0,netral,0,-1,negatif
wakanda no more indonesia foreverbrbrbrquotanis rasyid baswedanquotbrbrall ini aminbrnumber one,"['wakanda', 'no', 'more', 'indonesia', 'foreverbrbrbrquotanis', 'rasyid', 'baswedanquotbrbrall', 'aminbrnumber', 'one']",0,netral,0,0,netral
malam yang menang yaitu ganjarprabowoanis,"['malam', 'menang', 'ganjarprabowoanis']",-2,negatif,-1,-1,negatif
anis is the best,"['anis', 'is', 'the', 'best']",0,netral,0,0,netral
biasanya yang pintar omong cuma janjiquot manis hehe,"['pintar', 'omong', 'janjiquot', 'manis', 'hehe']",-1,negatif,-1,-1,negatif
userig1bw1cp2yperlu saya paparkan apa yang sudah dikerjakan pak anis nanti bacanya kepanjangan loh,"['userig1bw1cp2yperlu', 'papar', 'anis', 'baca', 'panjang', 'loh']",1,positif,1,1,positif
userig1bw1cp2ytau apa lo orang luar jakarta diam saja loe gue orang jakarta sudah merasai hasil dari pak anis saat gubernur orang luar jakarta sok iye lu,"['userig1bw1cp2ytau', 'lo', 'orang', 'jakarta', 'diam', 'loe', 'gue', 'orang', 'jakarta', 'rasai', 'hasil', 'anis', 'gubernur', 'orang', 'jakarta', 'sok', 'iye', 'lu']",2,positif,1,-1,negatif
saya jawa timur yang ada di lumajang mendukung bapak anis baswedan pimpin bangsa ini kedepan,"['jawa', 'timur', 'lumajang', 'dukung', 'anis', 'baswedan', 'pimpin', 'bangsa', 'depan']",4,positif,1,1,positif
